Country,date,indicator,value
Denmark,2021-08-26,Daily hospital occupancy,218.96551724137900
Denmark,2021-08-27,Daily hospital occupancy,217.24137931034500
Denmark,2021-08-28,Daily hospital occupancy,213.79310344827600
Denmark,2021-08-29,Daily hospital occupancy,222.41379310344800
Denmark,2021-08-30,Daily hospital occupancy,244.82758620689700
Denmark,2021-08-31,Daily hospital occupancy,253.44827586206900
Denmark,2021-09-01,Daily hospital occupancy,231.03448275862100
Denmark,2021-09-02,Daily hospital occupancy,227.58620689655200
Denmark,2021-09-03,Daily hospital occupancy,236.20689655172400
Denmark,2021-09-04,Daily hospital occupancy,208.6206896551720
Denmark,2021-09-05,Daily hospital occupancy,213.79310344827600
Denmark,2021-09-06,Daily hospital occupancy,215.51724137931000
Denmark,2021-09-07,Daily hospital occupancy,212.06896551724100
Denmark,2021-09-08,Daily hospital occupancy,220.6896551724140
Denmark,2021-09-09,Daily hospital occupancy,227.58620689655200
Denmark,2021-09-10,Daily hospital occupancy,227.58620689655200
Denmark,2021-09-11,Daily hospital occupancy,213.79310344827600
Denmark,2021-09-12,Daily hospital occupancy,215.51724137931000
Denmark,2021-09-13,Daily hospital occupancy,215.51724137931000
Denmark,2021-09-14,Daily hospital occupancy,201.7241379310350
Denmark,2021-09-15,Daily hospital occupancy,200.00000000000000
Denmark,2021-09-16,Daily hospital occupancy,175.86206896551700
Denmark,2021-09-17,Daily hospital occupancy,181.03448275862100
Denmark,2021-09-18,Daily hospital occupancy,167.24137931034500
Denmark,2021-09-19,Daily hospital occupancy,168.96551724137900
Denmark,2021-09-20,Daily hospital occupancy,170.6896551724140
Denmark,2021-09-21,Daily hospital occupancy,165.51724137931000
Denmark,2021-09-22,Daily hospital occupancy,153.44827586206900
Denmark,2021-09-23,Daily hospital occupancy,150.0
Denmark,2021-09-24,Daily hospital occupancy,150.0
Denmark,2021-09-25,Daily hospital occupancy,132.75862068965500
Denmark,2021-09-26,Daily hospital occupancy,146.55172413793100
Denmark,2021-09-27,Daily hospital occupancy,163.79310344827600
Denmark,2021-09-28,Daily hospital occupancy,160.3448275862070
Denmark,2021-09-29,Daily hospital occupancy,153.44827586206900
Denmark,2021-09-30,Daily hospital occupancy,160.3448275862070
Denmark,2021-10-01,Daily hospital occupancy,143.10344827586200
Denmark,2021-10-02,Daily hospital occupancy,146.55172413793100
Denmark,2021-10-03,Daily hospital occupancy,141.3793103448280
Denmark,2021-10-04,Daily hospital occupancy,148.27586206896600
Denmark,2021-10-05,Daily hospital occupancy,150.0
Denmark,2021-10-06,Daily hospital occupancy,163.79310344827600
Denmark,2021-10-07,Daily hospital occupancy,168.96551724137900
Denmark,2021-10-08,Daily hospital occupancy,151.72413793103400
Denmark,2021-10-09,Daily hospital occupancy,132.75862068965500
Denmark,2021-10-10,Daily hospital occupancy,143.10344827586200
Denmark,2021-10-11,Daily hospital occupancy,153.44827586206900
Denmark,2021-10-12,Daily hospital occupancy,153.44827586206900
Denmark,2021-10-13,Daily hospital occupancy,156.89655172413800
Denmark,2021-10-14,Daily hospital occupancy,155.17241379310300
Denmark,2021-10-15,Daily hospital occupancy,181.03448275862100
Denmark,2021-10-16,Daily hospital occupancy,189.6551724137930
Denmark,2021-10-17,Daily hospital occupancy,206.89655172413800
Denmark,2021-10-18,Daily hospital occupancy,208.6206896551720
Denmark,2021-10-19,Daily hospital occupancy,206.89655172413800
Denmark,2021-10-20,Daily hospital occupancy,217.24137931034500
Denmark,2021-10-21,Daily hospital occupancy,227.58620689655200
Denmark,2021-10-22,Daily hospital occupancy,248.27586206896600
Denmark,2021-10-23,Daily hospital occupancy,268.9655172413790
Denmark,2021-10-24,Daily hospital occupancy,287.9310344827590
Denmark,2021-10-25,Daily hospital occupancy,320.6896551724140
Denmark,2021-10-26,Daily hospital occupancy,367.2413793103450
Denmark,2021-10-27,Daily hospital occupancy,344.82758620689700
Denmark,2021-10-28,Daily hospital occupancy,365.5172413793100
Denmark,2021-10-29,Daily hospital occupancy,381.03448275862100
Denmark,2021-10-30,Daily hospital occupancy,377.5862068965520
Denmark,2021-10-31,Daily hospital occupancy,401.7241379310350
Denmark,2021-11-01,Daily hospital occupancy,427.5862068965520
Denmark,2021-11-02,Daily hospital occupancy,439.6551724137930
Denmark,2021-11-03,Daily hospital occupancy,455.17241379310300
Denmark,2021-11-04,Daily hospital occupancy,424.13793103448300
Denmark,2021-11-05,Daily hospital occupancy,453.448275862069
Denmark,2021-11-06,Daily hospital occupancy,477.5862068965520
Denmark,2021-11-07,Daily hospital occupancy,486.2068965517240
Denmark,2021-11-08,Daily hospital occupancy,522.4137931034480
Denmark,2021-11-09,Daily hospital occupancy,543.103448275862
Denmark,2021-11-10,Daily hospital occupancy,550.0
Denmark,2021-11-11,Daily hospital occupancy,529.3103448275860
Denmark,2021-11-12,Daily hospital occupancy,544.8275862068970
Denmark,2021-11-13,Daily hospital occupancy,550.0
Denmark,2021-11-14,Daily hospital occupancy,596.551724137931
Denmark,2021-11-15,Daily hospital occupancy,613.7931034482760
Denmark,2021-11-16,Daily hospital occupancy,639.6551724137930
Denmark,2021-11-17,Daily hospital occupancy,636.2068965517240
Denmark,2021-11-18,Daily hospital occupancy,624.1379310344830
Denmark,2021-11-19,Daily hospital occupancy,651.7241379310350
Denmark,2021-11-20,Daily hospital occupancy,665.5172413793100
Denmark,2021-11-21,Daily hospital occupancy,713.7931034482760
Denmark,2021-11-22,Daily hospital occupancy,755.1724137931030
Denmark,2021-11-23,Daily hospital occupancy,765.5172413793100
Denmark,2021-11-24,Daily hospital occupancy,750.0000000000000
Denmark,2021-11-25,Daily hospital occupancy,708.6206896551720
Denmark,2021-11-26,Daily hospital occupancy,734.4827586206900
Denmark,2021-11-27,Daily hospital occupancy,720.6896551724140
Denmark,2021-11-28,Daily hospital occupancy,750.0000000000000
Denmark,2021-11-29,Daily hospital occupancy,768.9655172413790
Denmark,2021-11-30,Daily hospital occupancy,746.551724137931
Denmark,2021-12-01,Daily hospital occupancy,756.896551724138
Denmark,2021-12-02,Daily hospital occupancy,736.2068965517240
Denmark,2021-12-03,Daily hospital occupancy,774.1379310344830
Denmark,2021-12-04,Daily hospital occupancy,748.2758620689660
Denmark,2021-12-05,Daily hospital occupancy,770.6896551724140
Denmark,2021-12-06,Daily hospital occupancy,806.896551724138
Denmark,2021-12-07,Daily hospital occupancy,801.7241379310350
Denmark,2021-12-08,Daily hospital occupancy,794.8275862068970
Denmark,2021-12-09,Daily hospital occupancy,793.103448275862
Denmark,2021-12-10,Daily hospital occupancy,813.7931034482760
Denmark,2021-12-11,Daily hospital occupancy,784.4827586206900
Denmark,2021-12-12,Daily hospital occupancy,806.896551724138
Denmark,2021-12-13,Daily hospital occupancy,839.6551724137930
Denmark,2021-12-14,Daily hospital occupancy,858.6206896551720
Denmark,2021-12-15,Daily hospital occupancy,875.8620689655170
Denmark,2021-12-16,Daily hospital occupancy,891.3793103448280
Denmark,2021-12-17,Daily hospital occupancy,893.103448275862
Denmark,2021-12-18,Daily hospital occupancy,918.9655172413790
Denmark,2021-12-19,Daily hospital occupancy,965.5172413793100
Denmark,2021-12-20,Daily hospital occupancy,1001.7241379310300
Denmark,2021-12-21,Daily hospital occupancy,955.1724137931030
Denmark,2021-12-22,Daily hospital occupancy,953.448275862069
Denmark,2021-12-23,Daily hospital occupancy,982.7586206896550
Denmark,2021-12-24,Daily hospital occupancy,927.5862068965520
Denmark,2021-12-25,Daily hospital occupancy,900.0
Denmark,2021-12-26,Daily hospital occupancy,998.2758620689660
Denmark,2021-12-27,Daily hospital occupancy,1048.2758620689700
Denmark,2021-12-28,Daily hospital occupancy,1148.2758620689700
Denmark,2021-12-29,Daily hospital occupancy,1163.7931034482800
Denmark,2021-12-30,Daily hospital occupancy,1146.551724137930
Denmark,2021-12-31,Daily hospital occupancy,1105.1724137931000
Denmark,2022-01-01,Daily hospital occupancy,1115.5172413793100
Denmark,2022-01-02,Daily hospital occupancy,1222.4137931034500
Denmark,2022-01-03,Daily hospital occupancy,1327.5862068965500
Denmark,2022-01-04,Daily hospital occupancy,1368.9655172413800
Denmark,2022-01-05,Daily hospital occupancy,1351.7241379310300
Denmark,2022-01-06,Daily hospital occupancy,1303.448275862070
Denmark,2022-01-07,Daily hospital occupancy,1301.7241379310300
Denmark,2022-01-08,Daily hospital occupancy,1258.6206896551700
Denmark,2022-01-09,Daily hospital occupancy,1246.5517241379300
Denmark,2022-01-10,Daily hospital occupancy,1339.655172413790
Denmark,2022-01-11,Daily hospital occupancy,1300.0000000000000
Denmark,2022-01-12,Daily hospital occupancy,1294.8275862069000
Denmark,2022-01-13,Daily hospital occupancy,1301.7241379310300
Denmark,2022-01-14,Daily hospital occupancy,1305.1724137931000
Denmark,2022-01-15,Daily hospital occupancy,1225.8620689655200
Denmark,2022-01-16,Daily hospital occupancy,1265.5172413793100
Denmark,2022-01-17,Daily hospital occupancy,1382.7586206896600
Denmark,2022-01-18,Daily hospital occupancy,1396.551724137930
Denmark,2022-01-19,Daily hospital occupancy,1415.5172413793100
Denmark,2022-01-20,Daily hospital occupancy,1422.4137931034500
Denmark,2022-01-21,Daily hospital occupancy,1401.7241379310300
Denmark,2022-01-22,Daily hospital occupancy,1346.5517241379300
Denmark,2022-01-23,Daily hospital occupancy,1401.7241379310300
Denmark,2022-01-24,Daily hospital occupancy,1541.3793103448300
Denmark,2022-01-25,Daily hospital occupancy,1582.7586206896600
Denmark,2022-01-26,Daily hospital occupancy,1617.2413793103400
Denmark,2022-01-27,Daily hospital occupancy,1646.5517241379300
Denmark,2022-01-28,Daily hospital occupancy,1667.2413793103400
Denmark,2022-01-29,Daily hospital occupancy,1589.6551724137900
Denmark,2022-01-30,Daily hospital occupancy,1634.4827586206900
Denmark,2022-01-31,Daily hospital occupancy,1772.4137931034500
Denmark,2022-02-01,Daily hospital occupancy,1844.8275862069000
Denmark,2022-02-02,Daily hospital occupancy,1882.7586206896600
Denmark,2022-02-03,Daily hospital occupancy,1924.1379310344800
Denmark,2022-02-04,Daily hospital occupancy,1993.103448275860
Denmark,2022-02-05,Daily hospital occupancy,1962.0689655172400
Denmark,2022-02-06,Daily hospital occupancy,2074.137931034480
Denmark,2022-02-07,Daily hospital occupancy,2231.0344827586200
Denmark,2022-02-08,Daily hospital occupancy,2267.241379310350
Denmark,2022-02-09,Daily hospital occupancy,2296.5517241379300
Denmark,2022-02-10,Daily hospital occupancy,2334.4827586206900
Denmark,2022-02-11,Daily hospital occupancy,2362.0689655172400
Denmark,2022-02-12,Daily hospital occupancy,2268.965517241380
Denmark,2022-02-13,Daily hospital occupancy,2337.9310344827600
Denmark,2022-02-14,Daily hospital occupancy,2525.862068965520
Denmark,2022-02-15,Daily hospital occupancy,2625.862068965520
Denmark,2022-02-16,Daily hospital occupancy,2582.758620689660
Denmark,2022-02-17,Daily hospital occupancy,2765.5172413793100
Denmark,2022-02-18,Daily hospital occupancy,2784.4827586206900
Denmark,2022-02-19,Daily hospital occupancy,2665.5172413793100
Denmark,2022-02-20,Daily hospital occupancy,2736.206896551720
Denmark,2022-02-21,Daily hospital occupancy,2960.344827586210
Denmark,2022-02-22,Daily hospital occupancy,3032.7586206896600
Denmark,2022-02-23,Daily hospital occupancy,2967.2413793103400
Denmark,2022-02-24,Daily hospital occupancy,3010.3448275862100
Denmark,2022-02-25,Daily hospital occupancy,3037.931034482760
Denmark,2022-02-26,Daily hospital occupancy,2710.344827586210
Denmark,2022-02-27,Daily hospital occupancy,2832.7586206896600
Denmark,2022-02-28,Daily hospital occupancy,3018.965517241380
Denmark,2022-03-01,Daily hospital occupancy,2989.6551724137900
Denmark,2022-03-02,Daily hospital occupancy,2872.4137931034500
Denmark,2022-03-03,Daily hospital occupancy,2798.2758620689700
Denmark,2022-03-04,Daily hospital occupancy,2762.068965517240
Denmark,2022-03-05,Daily hospital occupancy,2646.551724137930
Denmark,2022-03-06,Daily hospital occupancy,2682.7586206896600
Denmark,2022-03-07,Daily hospital occupancy,2834.4827586206900
Denmark,2022-03-08,Daily hospital occupancy,2762.068965517240
Denmark,2022-03-09,Daily hospital occupancy,2763.793103448280
Denmark,2022-03-10,Daily hospital occupancy,2701.7241379310300
Denmark,2022-03-11,Daily hospital occupancy,2656.8965517241400
Denmark,2022-03-12,Daily hospital occupancy,2405.1724137931000
Denmark,2022-03-13,Daily hospital occupancy,2524.1379310344800
Denmark,2022-03-14,Daily hospital occupancy,2701.7241379310300
Denmark,2022-03-15,Daily hospital occupancy,2639.655172413790
Denmark,2022-03-16,Daily hospital occupancy,2591.3793103448300
Denmark,2022-03-17,Daily hospital occupancy,2505.1724137931000
Denmark,2022-03-18,Daily hospital occupancy,2437.9310344827600
Denmark,2022-03-19,Daily hospital occupancy,2234.4827586206900
Denmark,2022-03-20,Daily hospital occupancy,2287.9310344827600
Denmark,2022-03-21,Daily hospital occupancy,2427.5862068965500
Denmark,2022-03-22,Daily hospital occupancy,2339.655172413790
Norway,2020-03-13,Daily hospital occupancy,50.00000000000000
Norway,2020-03-14,Daily hospital occupancy,64.81481481481480
Norway,2020-03-15,Daily hospital occupancy,75.92592592592590
Norway,2020-03-16,Daily hospital occupancy,92.5925925925926
Norway,2020-03-17,Daily hospital occupancy,125.92592592592600
Norway,2020-03-18,Daily hospital occupancy,151.85185185185200
Norway,2020-03-19,Daily hospital occupancy,188.88888888888900
Norway,2020-03-20,Daily hospital occupancy,240.74074074074100
Norway,2020-03-21,Daily hospital occupancy,274.0740740740740
Norway,2020-03-22,Daily hospital occupancy,312.96296296296300
Norway,2020-03-23,Daily hospital occupancy,357.4074074074070
Norway,2020-03-24,Daily hospital occupancy,392.5925925925930
Norway,2020-03-25,Daily hospital occupancy,438.8888888888890
Norway,2020-03-26,Daily hospital occupancy,492.5925925925930
Norway,2020-03-27,Daily hospital occupancy,561.1111111111110
Norway,2020-03-28,Daily hospital occupancy,538.8888888888890
Norway,2020-03-29,Daily hospital occupancy,587.0370370370370
Norway,2020-03-30,Daily hospital occupancy,594.4444444444450
Norway,2020-03-31,Daily hospital occupancy,587.0370370370370
Norway,2020-04-01,Daily hospital occupancy,601.8518518518520
Norway,2020-04-02,Daily hospital occupancy,588.8888888888890
Norway,2020-04-03,Daily hospital occupancy,588.8888888888890
Norway,2020-04-04,Daily hospital occupancy,566.6666666666670
Norway,2020-04-05,Daily hospital occupancy,574.074074074074
Norway,2020-04-06,Daily hospital occupancy,581.4814814814820
Norway,2020-04-07,Daily hospital occupancy,512.9629629629630
Norway,2020-04-08,Daily hospital occupancy,462.96296296296300
Norway,2020-04-09,Daily hospital occupancy,466.66666666666700
Norway,2020-04-10,Daily hospital occupancy,433.3333333333330
Norway,2020-04-11,Daily hospital occupancy,396.2962962962960
Norway,2020-04-12,Daily hospital occupancy,396.2962962962960
Norway,2020-04-13,Daily hospital occupancy,377.77777777777800
Norway,2020-04-14,Daily hospital occupancy,372.22222222222200
Norway,2020-04-15,Daily hospital occupancy,351.85185185185200
Norway,2020-04-16,Daily hospital occupancy,324.0740740740740
Norway,2020-04-17,Daily hospital occupancy,305.55555555555600
Norway,2020-04-18,Daily hospital occupancy,274.0740740740740
Norway,2020-04-19,Daily hospital occupancy,283.3333333333330
Norway,2020-04-20,Daily hospital occupancy,296.2962962962960
Norway,2020-04-21,Daily hospital occupancy,266.6666666666670
Norway,2020-04-22,Daily hospital occupancy,238.88888888888900
Norway,2020-04-23,Daily hospital occupancy,227.77777777777800
Norway,2020-04-24,Daily hospital occupancy,222.22222222222200
Norway,2020-04-25,Daily hospital occupancy,211.11111111111100
Norway,2020-04-26,Daily hospital occupancy,225.92592592592600
Norway,2020-04-27,Daily hospital occupancy,231.48148148148100
Norway,2020-04-28,Daily hospital occupancy,220.37037037037000
Norway,2020-04-29,Daily hospital occupancy,211.11111111111100
Norway,2020-04-30,Daily hospital occupancy,181.48148148148100
Norway,2020-05-01,Daily hospital occupancy,151.85185185185200
Norway,2020-05-02,Daily hospital occupancy,150.0
Norway,2020-05-03,Daily hospital occupancy,148.14814814814800
Norway,2020-05-04,Daily hospital occupancy,151.85185185185200
Norway,2020-05-05,Daily hospital occupancy,131.48148148148100
Norway,2020-05-06,Daily hospital occupancy,114.81481481481500
Norway,2020-05-07,Daily hospital occupancy,116.66666666666700
Norway,2020-05-08,Daily hospital occupancy,112.96296296296300
Norway,2020-05-09,Daily hospital occupancy,109.25925925925900
Norway,2020-05-10,Daily hospital occupancy,111.11111111111100
Norway,2020-05-11,Daily hospital occupancy,109.25925925925900
Norway,2020-05-12,Daily hospital occupancy,109.25925925925900
Norway,2020-05-13,Daily hospital occupancy,112.96296296296300
Norway,2020-05-14,Daily hospital occupancy,112.96296296296300
Norway,2020-05-15,Daily hospital occupancy,107.4074074074070
Norway,2020-05-16,Daily hospital occupancy,96.2962962962963
Norway,2020-05-17,Daily hospital occupancy,96.2962962962963
Norway,2020-05-18,Daily hospital occupancy,96.2962962962963
Norway,2020-05-19,Daily hospital occupancy,94.44444444444440
Norway,2020-05-20,Daily hospital occupancy,94.44444444444440
Norway,2020-05-21,Daily hospital occupancy,75.92592592592590
Norway,2020-05-22,Daily hospital occupancy,83.33333333333330
Norway,2020-05-23,Daily hospital occupancy,64.81481481481480
Norway,2020-05-24,Daily hospital occupancy,70.37037037037040
Norway,2020-05-25,Daily hospital occupancy,74.07407407407410
Norway,2020-05-26,Daily hospital occupancy,68.51851851851850
Norway,2020-05-27,Daily hospital occupancy,66.66666666666670
Norway,2020-05-28,Daily hospital occupancy,66.66666666666670
Norway,2020-05-29,Daily hospital occupancy,55.55555555555560
Norway,2020-05-30,Daily hospital occupancy,51.85185185185190
Norway,2020-05-31,Daily hospital occupancy,51.85185185185190
Norway,2020-06-01,Daily hospital occupancy,53.7037037037037
Norway,2020-06-02,Daily hospital occupancy,59.25925925925930
Norway,2020-06-03,Daily hospital occupancy,50.00000000000000
Norway,2020-06-04,Daily hospital occupancy,53.7037037037037
Norway,2020-06-05,Daily hospital occupancy,40.74074074074070
Norway,2020-06-06,Daily hospital occupancy,38.888888888888900
Norway,2020-06-07,Daily hospital occupancy,38.888888888888900
Norway,2020-06-08,Daily hospital occupancy,38.888888888888900
Norway,2020-06-09,Daily hospital occupancy,38.888888888888900
Norway,2020-06-10,Daily hospital occupancy,33.333333333333300
Norway,2020-06-11,Daily hospital occupancy,29.62962962962960
Norway,2020-06-12,Daily hospital occupancy,29.62962962962960
Norway,2020-06-13,Daily hospital occupancy,33.333333333333300
Norway,2020-06-15,Daily hospital occupancy,33.333333333333300
Norway,2020-06-16,Daily hospital occupancy,33.333333333333300
Norway,2020-06-17,Daily hospital occupancy,33.333333333333300
Norway,2020-06-18,Daily hospital occupancy,35.18518518518520
Norway,2020-06-19,Daily hospital occupancy,31.481481481481500
Norway,2020-06-22,Daily hospital occupancy,24.074074074074100
Norway,2020-06-23,Daily hospital occupancy,22.22222222222220
Norway,2020-06-24,Daily hospital occupancy,29.62962962962960
Norway,2020-06-25,Daily hospital occupancy,33.333333333333300
Norway,2020-06-26,Daily hospital occupancy,37.03703703703700
Norway,2020-06-29,Daily hospital occupancy,33.333333333333300
Norway,2020-06-30,Daily hospital occupancy,33.333333333333300
Norway,2020-07-01,Daily hospital occupancy,31.481481481481500
Norway,2020-07-02,Daily hospital occupancy,35.18518518518520
Norway,2020-07-03,Daily hospital occupancy,27.77777777777780
Norway,2020-07-06,Daily hospital occupancy,20.37037037037040
Norway,2020-07-07,Daily hospital occupancy,16.666666666666700
Norway,2020-07-08,Daily hospital occupancy,14.814814814814800
Norway,2020-07-09,Daily hospital occupancy,14.814814814814800
Norway,2020-07-10,Daily hospital occupancy,7.407407407407410
Norway,2020-07-13,Daily hospital occupancy,12.962962962963000
Norway,2020-07-14,Daily hospital occupancy,12.962962962963000
Norway,2020-07-15,Daily hospital occupancy,9.25925925925926
Norway,2020-07-16,Daily hospital occupancy,11.11111111111110
Norway,2020-07-17,Daily hospital occupancy,14.814814814814800
Norway,2020-07-20,Daily hospital occupancy,18.51851851851850
Norway,2020-07-21,Daily hospital occupancy,12.962962962963000
Norway,2020-07-22,Daily hospital occupancy,5.555555555555560
Norway,2020-07-23,Daily hospital occupancy,5.555555555555560
Norway,2020-07-24,Daily hospital occupancy,5.555555555555560
Norway,2020-07-27,Daily hospital occupancy,12.962962962963000
Norway,2020-07-28,Daily hospital occupancy,9.25925925925926
Norway,2020-07-29,Daily hospital occupancy,11.11111111111110
Norway,2020-07-30,Daily hospital occupancy,11.11111111111110
Norway,2020-07-31,Daily hospital occupancy,5.555555555555560
Norway,2020-08-03,Daily hospital occupancy,25.925925925925900
Norway,2020-08-04,Daily hospital occupancy,22.22222222222220
Norway,2020-08-05,Daily hospital occupancy,20.37037037037040
Norway,2020-08-06,Daily hospital occupancy,25.925925925925900
Norway,2020-08-07,Daily hospital occupancy,27.77777777777780
Norway,2020-08-10,Daily hospital occupancy,29.62962962962960
Norway,2020-08-11,Daily hospital occupancy,27.77777777777780
Norway,2020-08-12,Daily hospital occupancy,27.77777777777780
Norway,2020-08-13,Daily hospital occupancy,22.22222222222220
Norway,2020-08-14,Daily hospital occupancy,14.814814814814800
Norway,2020-08-17,Daily hospital occupancy,25.925925925925900
Norway,2020-08-18,Daily hospital occupancy,22.22222222222220
Norway,2020-08-19,Daily hospital occupancy,20.37037037037040
Norway,2020-08-20,Daily hospital occupancy,18.51851851851850
Norway,2020-08-21,Daily hospital occupancy,24.074074074074100
Norway,2020-08-24,Daily hospital occupancy,31.481481481481500
Norway,2020-08-25,Daily hospital occupancy,33.333333333333300
Norway,2020-08-26,Daily hospital occupancy,31.481481481481500
Norway,2020-08-27,Daily hospital occupancy,31.481481481481500
Norway,2020-08-28,Daily hospital occupancy,29.62962962962960
Norway,2020-08-31,Daily hospital occupancy,22.22222222222220
Norway,2020-09-01,Daily hospital occupancy,20.37037037037040
Norway,2020-09-02,Daily hospital occupancy,20.37037037037040
Norway,2020-09-03,Daily hospital occupancy,24.074074074074100
Norway,2020-09-04,Daily hospital occupancy,29.62962962962960
Norway,2020-09-07,Daily hospital occupancy,27.77777777777780
Norway,2020-09-08,Daily hospital occupancy,20.37037037037040
Norway,2020-09-09,Daily hospital occupancy,25.925925925925900
Norway,2020-09-10,Daily hospital occupancy,20.37037037037040
Norway,2020-09-11,Daily hospital occupancy,29.62962962962960
Norway,2020-09-14,Daily hospital occupancy,38.888888888888900
Norway,2020-09-15,Daily hospital occupancy,33.333333333333300
Norway,2020-09-16,Daily hospital occupancy,29.62962962962960
Norway,2020-09-17,Daily hospital occupancy,37.03703703703700
Norway,2020-09-18,Daily hospital occupancy,29.62962962962960
Norway,2020-09-21,Daily hospital occupancy,42.592592592592600
Norway,2020-09-22,Daily hospital occupancy,38.888888888888900
Norway,2020-09-23,Daily hospital occupancy,35.18518518518520
Norway,2020-09-24,Daily hospital occupancy,44.44444444444440
Norway,2020-09-25,Daily hospital occupancy,35.18518518518520
Norway,2020-09-28,Daily hospital occupancy,38.888888888888900
Norway,2020-09-29,Daily hospital occupancy,44.44444444444440
Norway,2020-09-30,Daily hospital occupancy,51.85185185185190
Norway,2020-10-01,Daily hospital occupancy,46.2962962962963
Norway,2020-10-02,Daily hospital occupancy,50.00000000000000
Norway,2020-10-05,Daily hospital occupancy,46.2962962962963
Norway,2020-10-06,Daily hospital occupancy,40.74074074074070
Norway,2020-10-07,Daily hospital occupancy,46.2962962962963
Norway,2020-10-08,Daily hospital occupancy,50.00000000000000
Norway,2020-10-09,Daily hospital occupancy,42.592592592592600
Norway,2020-10-12,Daily hospital occupancy,57.407407407407400
Norway,2020-10-13,Daily hospital occupancy,50.00000000000000
Norway,2020-10-14,Daily hospital occupancy,42.592592592592600
Norway,2020-10-15,Daily hospital occupancy,44.44444444444440
Norway,2020-10-16,Daily hospital occupancy,51.85185185185190
Norway,2020-10-19,Daily hospital occupancy,51.85185185185190
Norway,2020-10-20,Daily hospital occupancy,53.7037037037037
Norway,2020-10-21,Daily hospital occupancy,66.66666666666670
Norway,2020-10-22,Daily hospital occupancy,81.48148148148150
Norway,2020-10-23,Daily hospital occupancy,81.48148148148150
Norway,2020-10-26,Daily hospital occupancy,100.00000000000000
Norway,2020-10-27,Daily hospital occupancy,94.44444444444440
Norway,2020-10-28,Daily hospital occupancy,90.74074074074070
Norway,2020-10-29,Daily hospital occupancy,87.03703703703700
Norway,2020-10-30,Daily hospital occupancy,111.11111111111100
Norway,2020-10-31,Daily hospital occupancy,111.11111111111100
Norway,2020-11-01,Daily hospital occupancy,116.66666666666700
Norway,2020-11-02,Daily hospital occupancy,118.51851851851900
Norway,2020-11-03,Daily hospital occupancy,112.96296296296300
Norway,2020-11-04,Daily hospital occupancy,129.62962962963000
Norway,2020-11-05,Daily hospital occupancy,133.33333333333300
Norway,2020-11-06,Daily hospital occupancy,162.96296296296300
Norway,2020-11-07,Daily hospital occupancy,170.37037037037000
Norway,2020-11-08,Daily hospital occupancy,177.77777777777800
Norway,2020-11-09,Daily hospital occupancy,179.62962962963000
Norway,2020-11-10,Daily hospital occupancy,192.5925925925930
Norway,2020-11-11,Daily hospital occupancy,175.92592592592600
Norway,2020-11-12,Daily hospital occupancy,203.7037037037040
Norway,2020-11-13,Daily hospital occupancy,201.85185185185200
Norway,2020-11-14,Daily hospital occupancy,216.66666666666700
Norway,2020-11-15,Daily hospital occupancy,235.1851851851850
Norway,2020-11-16,Daily hospital occupancy,250.0
Norway,2020-11-17,Daily hospital occupancy,257.4074074074070
Norway,2020-11-18,Daily hospital occupancy,264.81481481481500
Norway,2020-11-19,Daily hospital occupancy,255.55555555555600
Norway,2020-11-20,Daily hospital occupancy,235.1851851851850
Norway,2020-11-21,Daily hospital occupancy,229.62962962963000
Norway,2020-11-22,Daily hospital occupancy,238.88888888888900
Norway,2020-11-23,Daily hospital occupancy,255.55555555555600
Norway,2020-11-24,Daily hospital occupancy,237.03703703703700
Norway,2020-11-25,Daily hospital occupancy,214.8148148148150
Norway,2020-11-26,Daily hospital occupancy,227.77777777777800
Norway,2020-11-27,Daily hospital occupancy,224.07407407407400
Norway,2020-11-28,Daily hospital occupancy,218.51851851851900
Norway,2020-11-29,Daily hospital occupancy,227.77777777777800
Norway,2020-11-30,Daily hospital occupancy,238.88888888888900
Norway,2020-12-01,Daily hospital occupancy,237.03703703703700
Norway,2020-12-02,Daily hospital occupancy,237.03703703703700
Norway,2020-12-03,Daily hospital occupancy,205.55555555555600
Norway,2020-12-04,Daily hospital occupancy,237.03703703703700
Norway,2020-12-05,Daily hospital occupancy,242.59259259259300
Norway,2020-12-06,Daily hospital occupancy,244.44444444444400
Norway,2020-12-07,Daily hospital occupancy,279.6296296296300
Norway,2020-12-08,Daily hospital occupancy,257.4074074074070
Norway,2020-12-09,Daily hospital occupancy,244.44444444444400
Norway,2020-12-10,Daily hospital occupancy,251.85185185185200
Norway,2020-12-11,Daily hospital occupancy,244.44444444444400
Norway,2020-12-12,Daily hospital occupancy,218.51851851851900
Norway,2020-12-13,Daily hospital occupancy,224.07407407407400
Norway,2020-12-14,Daily hospital occupancy,246.2962962962960
Norway,2020-12-15,Daily hospital occupancy,233.33333333333300
Norway,2020-12-16,Daily hospital occupancy,246.2962962962960
Norway,2020-12-17,Daily hospital occupancy,224.07407407407400
Norway,2020-12-18,Daily hospital occupancy,225.92592592592600
Norway,2020-12-19,Daily hospital occupancy,251.85185185185200
Norway,2020-12-20,Daily hospital occupancy,255.55555555555600
Norway,2020-12-21,Daily hospital occupancy,270.3703703703700
Norway,2020-12-22,Daily hospital occupancy,255.55555555555600
Norway,2020-12-23,Daily hospital occupancy,238.88888888888900
Norway,2020-12-24,Daily hospital occupancy,227.77777777777800
Norway,2020-12-25,Daily hospital occupancy,209.25925925925900
