Country,date,total_cases
Denmark,2020-03-17,827
Denmark,2020-03-18,827
Denmark,2020-03-19,827
Denmark,2020-03-20,827
Denmark,2020-03-21,827
Denmark,2020-03-22,1326
Denmark,2020-03-23,1326
Denmark,2020-03-24,1326
Denmark,2020-03-25,1326
Denmark,2020-03-26,1326
Denmark,2020-03-27,1326
Denmark,2020-03-28,1326
Denmark,2020-03-29,2201
Denmark,2020-03-30,2201
Denmark,2020-03-31,2201
Denmark,2020-04-01,2201
Denmark,2020-04-02,2201
Denmark,2020-04-03,2201
Denmark,2020-04-04,2201
Denmark,2020-04-05,4077
Denmark,2020-04-06,4077
Denmark,2020-04-07,4077
Denmark,2020-04-08,4077
Denmark,2020-04-09,4077
Denmark,2020-04-10,4077
Denmark,2020-04-11,4077
Denmark,2020-04-12,5996
Denmark,2020-04-13,5996
Denmark,2020-04-14,5996
Denmark,2020-04-15,5996
Denmark,2020-04-16,5996
Denmark,2020-04-17,5996
Denmark,2020-04-18,5996
Denmark,2020-04-19,7242
Denmark,2020-04-20,7242
Denmark,2020-04-21,7242
Denmark,2020-04-22,7242
Denmark,2020-04-23,7242
Denmark,2020-04-24,7242
Denmark,2020-04-25,7242
Denmark,2020-04-26,8445
Denmark,2020-04-27,8445
Denmark,2020-04-28,8445
Denmark,2020-04-29,8445
Denmark,2020-04-30,8445
Denmark,2020-05-01,8445
Denmark,2020-05-02,8445
Denmark,2020-05-03,9407
Denmark,2020-05-04,9407
Denmark,2020-05-05,9407
Denmark,2020-05-06,9407
Denmark,2020-05-07,9407
Denmark,2020-05-08,9407
Denmark,2020-05-09,9407
Denmark,2020-05-10,10319
Denmark,2020-05-11,10319
Denmark,2020-05-12,10319
Denmark,2020-05-13,10319
Denmark,2020-05-14,10319
Denmark,2020-05-15,10319
Denmark,2020-05-16,10319
Denmark,2020-05-17,10858
Denmark,2020-05-18,10858
Denmark,2020-05-19,10858
Denmark,2020-05-20,10858
Denmark,2020-05-21,10858
Denmark,2020-05-22,10858
Denmark,2020-05-23,10858
Denmark,2020-05-24,11289
Denmark,2020-05-25,11289
Denmark,2020-05-26,11289
Denmark,2020-05-27,11289
Denmark,2020-05-28,11289
Denmark,2020-05-29,11289
Denmark,2020-05-30,11289
Denmark,2020-05-31,11633
Denmark,2020-06-01,11633
Denmark,2020-06-02,11633
Denmark,2020-06-03,11633
Denmark,2020-06-04,11633
Denmark,2020-06-05,11633
Denmark,2020-06-06,11633
Denmark,2020-06-07,11924
Denmark,2020-06-08,11924
Denmark,2020-06-09,11924
Denmark,2020-06-10,11924
Denmark,2020-06-11,11924
Denmark,2020-06-12,11924
Denmark,2020-06-13,11924
Denmark,2020-06-14,12139
Denmark,2020-06-15,12139
Denmark,2020-06-16,12139
Denmark,2020-06-17,12139
Denmark,2020-06-18,12139
Denmark,2020-06-19,12139
Denmark,2020-06-20,12139
Denmark,2020-06-21,12436
Denmark,2020-06-22,12436
Denmark,2020-06-23,12436
Denmark,2020-06-24,12436
Denmark,2020-06-25,12436
Denmark,2020-06-26,12436
Denmark,2020-06-27,12436
Denmark,2020-06-28,12700
Denmark,2020-06-29,12700
Denmark,2020-06-30,12700
Denmark,2020-07-01,12700
Denmark,2020-07-02,12700
Denmark,2020-07-03,12700
Denmark,2020-07-04,12700
Denmark,2020-07-05,12847
Denmark,2020-07-06,12847
Denmark,2020-07-07,12847
Denmark,2020-07-08,12847
Denmark,2020-07-09,12847
Denmark,2020-07-10,12847
Denmark,2020-07-11,12847
Denmark,2020-07-12,12976
Denmark,2020-07-13,12976
Denmark,2020-07-14,12976
Denmark,2020-07-15,12976
Denmark,2020-07-16,12976
Denmark,2020-07-17,12976
Denmark,2020-07-18,12976
Denmark,2020-07-19,13202
Denmark,2020-07-20,13202
Denmark,2020-07-21,13202
Denmark,2020-07-22,13202
Denmark,2020-07-23,13202
Denmark,2020-07-24,13202
Denmark,2020-07-25,13202
Denmark,2020-07-26,13474
Denmark,2020-07-27,13474
Denmark,2020-07-28,13474
Denmark,2020-07-29,13474
Denmark,2020-07-30,13474
Denmark,2020-07-31,13474
Denmark,2020-08-01,13474
Denmark,2020-08-02,13858
Denmark,2020-08-03,13858
Denmark,2020-08-04,13858
Denmark,2020-08-05,13858
Denmark,2020-08-06,13858
Denmark,2020-08-07,13858
Denmark,2020-08-08,13858
Denmark,2020-08-09,14566
Denmark,2020-08-10,14566
Denmark,2020-08-11,14566
Denmark,2020-08-12,14566
Denmark,2020-08-13,14566
Denmark,2020-08-14,14566
Denmark,2020-08-15,14566
Denmark,2020-08-16,15499
Denmark,2020-08-17,15499
Denmark,2020-08-18,15499
Denmark,2020-08-19,15499
Denmark,2020-08-20,15499
Denmark,2020-08-21,15499
Denmark,2020-08-22,15499
Denmark,2020-08-23,16217
Denmark,2020-08-24,16217
Denmark,2020-08-25,16217
Denmark,2020-08-26,16217
Denmark,2020-08-27,16217
Denmark,2020-08-28,16217
Denmark,2020-08-29,16217
Denmark,2020-08-30,16779
Denmark,2020-08-31,16779
Denmark,2020-09-01,16779
Denmark,2020-09-02,16779
Denmark,2020-09-03,16779
Denmark,2020-09-04,16779
Denmark,2020-09-05,16779
Denmark,2020-09-06,17736
Denmark,2020-09-07,17736
Denmark,2020-09-08,17736
Denmark,2020-09-09,17736
Denmark,2020-09-10,17736
Denmark,2020-09-11,17736
Denmark,2020-09-12,17736
Denmark,2020-09-13,19557
Denmark,2020-09-14,19557
Denmark,2020-09-15,19557
Denmark,2020-09-16,19557
Denmark,2020-09-17,19557
Denmark,2020-09-18,19557
Denmark,2020-09-19,19557
Denmark,2020-09-20,22436
Denmark,2020-09-21,22436
Denmark,2020-09-22,22436
Denmark,2020-09-23,22436
Denmark,2020-09-24,22436
Denmark,2020-09-25,22436
Denmark,2020-09-26,22436
Denmark,2020-09-27,26213
Denmark,2020-09-28,26213
Denmark,2020-09-29,26213
Denmark,2020-09-30,26213
Denmark,2020-10-01,26213
Denmark,2020-10-02,26213
Denmark,2020-10-03,26213
Denmark,2020-10-04,29302
Denmark,2020-10-05,29302
Denmark,2020-10-06,29302
Denmark,2020-10-07,29302
Denmark,2020-10-08,29302
Denmark,2020-10-09,29302
Denmark,2020-10-10,29302
Denmark,2020-10-11,32082
Denmark,2020-10-12,32082
Denmark,2020-10-13,32082
Denmark,2020-10-14,32082
Denmark,2020-10-15,32082
Denmark,2020-10-16,32082
Denmark,2020-10-17,32082
Denmark,2020-10-18,34941
Denmark,2020-10-19,34941
Denmark,2020-10-20,34941
Denmark,2020-10-21,34941
Denmark,2020-10-22,34941
Denmark,2020-10-23,34941
Denmark,2020-10-24,34941
Denmark,2020-10-25,39411
Denmark,2020-10-26,39411
Denmark,2020-10-27,39411
Denmark,2020-10-28,39411
Denmark,2020-10-29,39411
Denmark,2020-10-30,39411
Denmark,2020-10-31,39411
Denmark,2020-11-01,46351
Denmark,2020-11-02,46351
Denmark,2020-11-03,46351
Denmark,2020-11-04,46351
Denmark,2020-11-05,46351
Denmark,2020-11-06,46351
Denmark,2020-11-07,46351
Denmark,2020-11-08,54230
Denmark,2020-11-09,54230
Denmark,2020-11-10,54230
Denmark,2020-11-11,54230
Denmark,2020-11-12,54230
Denmark,2020-11-13,54230
Denmark,2020-11-14,54230
Denmark,2020-11-15,61078
Denmark,2020-11-16,61078
Denmark,2020-11-17,61078
Denmark,2020-11-18,61078
Denmark,2020-11-19,61078
Denmark,2020-11-20,61078
Denmark,2020-11-21,61078
Denmark,2020-11-22,69635
Denmark,2020-11-23,69635
Denmark,2020-11-24,69635
Denmark,2020-11-25,69635
Denmark,2020-11-26,69635
Denmark,2020-11-27,69635
Denmark,2020-11-28,69635
Denmark,2020-11-29,78354
Denmark,2020-11-30,78354
Denmark,2020-12-01,78354
Denmark,2020-12-02,78354
Denmark,2020-12-03,78354
Denmark,2020-12-04,78354
Denmark,2020-12-05,78354
Denmark,2020-12-06,88858
Denmark,2020-12-07,88858
Denmark,2020-12-08,88858
Denmark,2020-12-09,88858
Denmark,2020-12-10,88858
Denmark,2020-12-11,88858
Denmark,2020-12-12,88858
Denmark,2020-12-13,107116
Denmark,2020-12-14,107116
Denmark,2020-12-15,107116
Denmark,2020-12-16,107116
Denmark,2020-12-17,107116
Denmark,2020-12-18,107116
Denmark,2020-12-19,107116
Denmark,2020-12-20,131606
Denmark,2020-12-21,131606
Denmark,2020-12-22,131606
Denmark,2020-12-23,131606
Denmark,2020-12-24,131606
Denmark,2020-12-25,131606
Denmark,2020-12-26,131606
Denmark,2020-12-27,151167
Denmark,2020-12-28,151167
Denmark,2020-12-29,151167
Denmark,2020-12-30,151167
Denmark,2020-12-31,151167
Denmark,2021-01-01,151167
Denmark,2021-01-02,151167
Denmark,2021-01-03,167541
Denmark,2021-01-04,167541
Denmark,2021-01-05,167541
Denmark,2021-01-06,167541
Denmark,2021-01-07,167541
Denmark,2021-01-08,167541
Denmark,2021-01-09,167541
Denmark,2021-01-10,180240
Denmark,2021-01-11,180240
Denmark,2021-01-12,180240
Denmark,2021-01-13,180240
Denmark,2021-01-14,180240
Denmark,2021-01-15,180240
Denmark,2021-01-16,180240
Denmark,2021-01-17,188199
Denmark,2021-01-18,188199
Denmark,2021-01-19,188199
Denmark,2021-01-20,188199
Denmark,2021-01-21,188199
Denmark,2021-01-22,188199
Denmark,2021-01-23,188199
Denmark,2021-01-24,193917
Denmark,2021-01-25,193917
Denmark,2021-01-26,193917
Denmark,2021-01-27,193917
Denmark,2021-01-28,193917
Denmark,2021-01-29,193917
Denmark,2021-01-30,193917
Denmark,2021-01-31,198095
Denmark,2021-02-01,198095
Denmark,2021-02-02,198095
Denmark,2021-02-03,198095
Denmark,2021-02-04,198095
Denmark,2021-02-05,198095
Denmark,2021-02-06,198095
Denmark,2021-02-07,201186
Denmark,2021-02-08,201186
Denmark,2021-02-09,201186
Denmark,2021-02-10,201186
Denmark,2021-02-11,201186
Denmark,2021-02-12,201186
Denmark,2021-02-13,201186
Denmark,2021-02-14,204067
Denmark,2021-02-15,204067
Denmark,2021-02-16,204067
Denmark,2021-02-17,204067
Denmark,2021-02-18,204067
Denmark,2021-02-19,204067
Denmark,2021-02-20,204067
Denmark,2021-02-21,207081
Denmark,2021-02-22,207081
Denmark,2021-02-23,207081
Denmark,2021-02-24,207081
Denmark,2021-02-25,207081
Denmark,2021-02-26,207081
Denmark,2021-02-27,207081
Denmark,2021-02-28,210732
Denmark,2021-03-01,210732
Denmark,2021-03-02,210732
Denmark,2021-03-03,210732
Denmark,2021-03-04,210732
Denmark,2021-03-05,210732
Denmark,2021-03-06,210732
Denmark,2021-03-07,214326
Denmark,2021-03-08,214326
Denmark,2021-03-09,214326
Denmark,2021-03-10,214326
Denmark,2021-03-11,214326
Denmark,2021-03-12,214326
Denmark,2021-03-13,214326
Denmark,2021-03-14,219918
Denmark,2021-03-15,219918
Denmark,2021-03-16,219918
Denmark,2021-03-17,219918
Denmark,2021-03-18,219918
Denmark,2021-03-19,219918
Denmark,2021-03-20,219918
Denmark,2021-03-21,224848
Denmark,2021-03-22,224848
Denmark,2021-03-23,224848
Denmark,2021-03-24,224848
Denmark,2021-03-25,224848
Denmark,2021-03-26,224848
Denmark,2021-03-27,224848
Denmark,2021-03-28,229549
Denmark,2021-03-29,229549
Denmark,2021-03-30,229549
Denmark,2021-03-31,229549
Denmark,2021-04-01,229549
Denmark,2021-04-02,229549
Denmark,2021-04-03,229549
Denmark,2021-04-04,235218
Denmark,2021-04-05,235218
Denmark,2021-04-06,235218
Denmark,2021-04-07,235218
Denmark,2021-04-08,235218
Denmark,2021-04-09,235218
Denmark,2021-04-10,235218
Denmark,2021-04-11,239601
Denmark,2021-04-12,239601
Denmark,2021-04-13,239601
Denmark,2021-04-14,239601
Denmark,2021-04-15,239601
Denmark,2021-04-16,239601
Denmark,2021-04-17,239601
Denmark,2021-04-18,244231
Denmark,2021-04-19,244231
Denmark,2021-04-20,244231
Denmark,2021-04-21,244231
Denmark,2021-04-22,244231
Denmark,2021-04-23,244231
Denmark,2021-04-24,244231
Denmark,2021-04-25,249510
Denmark,2021-04-26,249510
Denmark,2021-04-27,249510
Denmark,2021-04-28,249510
Denmark,2021-04-29,249510
Denmark,2021-04-30,249510
Denmark,2021-05-01,249510
Denmark,2021-05-02,254545
Denmark,2021-05-03,254545
Denmark,2021-05-04,254545
Denmark,2021-05-05,254545
Denmark,2021-05-06,254545
Denmark,2021-05-07,254545
Denmark,2021-05-08,254545
Denmark,2021-05-09,260682
Denmark,2021-05-10,260682
Denmark,2021-05-11,260682
Denmark,2021-05-12,260682
Denmark,2021-05-13,260682
Denmark,2021-05-14,260682
Denmark,2021-05-15,260682
Denmark,2021-05-16,268039
Denmark,2021-05-17,268039
Denmark,2021-05-18,268039
Denmark,2021-05-19,268039
Denmark,2021-05-20,268039
Denmark,2021-05-21,268039
Denmark,2021-05-22,268039
Denmark,2021-05-23,275159
Denmark,2021-05-24,275159
Denmark,2021-05-25,275159
Denmark,2021-05-26,275159
Denmark,2021-05-27,275159
Denmark,2021-05-28,275159
Denmark,2021-05-29,275159
Denmark,2021-05-30,281934
Denmark,2021-05-31,281934
Denmark,2021-06-01,281934
Denmark,2021-06-02,281934
Denmark,2021-06-03,281934
Denmark,2021-06-04,281934
Denmark,2021-06-05,281934
Denmark,2021-06-06,288136
Denmark,2021-06-07,288136
Denmark,2021-06-08,288136
Denmark,2021-06-09,288136
Denmark,2021-06-10,288136
Denmark,2021-06-11,288136
Denmark,2021-06-12,288136
Denmark,2021-06-13,292059
Denmark,2021-06-14,292059
Denmark,2021-06-15,292059
Denmark,2021-06-16,292059
Denmark,2021-06-17,292059
Denmark,2021-06-18,292059
Denmark,2021-06-19,292059
Denmark,2021-06-20,293963
Denmark,2021-06-21,293963
Denmark,2021-06-22,293963
Denmark,2021-06-23,293963
Denmark,2021-06-24,293963
Denmark,2021-06-25,293963
Denmark,2021-06-26,293963
Denmark,2021-06-27,295269
Denmark,2021-06-28,295269
Denmark,2021-06-29,295269
Denmark,2021-06-30,295269
Denmark,2021-07-01,295269
Denmark,2021-07-02,295269
Denmark,2021-07-03,295269
Denmark,2021-07-04,297425
Denmark,2021-07-05,297425
Denmark,2021-07-06,297425
Denmark,2021-07-07,297425
Denmark,2021-07-08,297425
Denmark,2021-07-09,297425
Denmark,2021-07-10,297425
Denmark,2021-07-11,301114
Denmark,2021-07-12,301114
Denmark,2021-07-13,301114
Denmark,2021-07-14,301114
Denmark,2021-07-15,301114
Denmark,2021-07-16,301114
Denmark,2021-07-17,301114
Denmark,2021-07-18,307959
Denmark,2021-07-19,307959
Denmark,2021-07-20,307959
Denmark,2021-07-21,307959
Denmark,2021-07-22,307959
Denmark,2021-07-23,307959
Denmark,2021-07-24,307959
Denmark,2021-07-25,313376
Denmark,2021-07-26,313376
Denmark,2021-07-27,313376
Denmark,2021-07-28,313376
Denmark,2021-07-29,313376
Denmark,2021-07-30,313376
Denmark,2021-07-31,313376
Denmark,2021-08-01,319307
Denmark,2021-08-02,319307
Denmark,2021-08-03,319307
Denmark,2021-08-04,319307
Denmark,2021-08-05,319307
Denmark,2021-08-06,319307
Denmark,2021-08-07,319307
Denmark,2021-08-08,325465
Denmark,2021-08-09,325465
Denmark,2021-08-10,325465
Denmark,2021-08-11,325465
Denmark,2021-08-12,325465
Denmark,2021-08-13,325465
Denmark,2021-08-14,325465
Denmark,2021-08-15,332427
Denmark,2021-08-16,332427
Denmark,2021-08-17,332427
Denmark,2021-08-18,332427
Denmark,2021-08-19,332427
Denmark,2021-08-20,332427
Denmark,2021-08-21,332427
Denmark,2021-08-22,339246
Denmark,2021-08-23,339246
Denmark,2021-08-24,339246
Denmark,2021-08-25,339246
Denmark,2021-08-26,339246
Denmark,2021-08-27,339246
Denmark,2021-08-28,339246
Denmark,2021-08-29,345851
Denmark,2021-08-30,345851
Denmark,2021-08-31,345851
Denmark,2021-09-01,345851
Denmark,2021-09-02,345851
Denmark,2021-09-03,345851
Denmark,2021-09-04,345851
Denmark,2021-09-05,350847
Denmark,2021-09-06,350847
Denmark,2021-09-07,350847
Denmark,2021-09-08,350847
Denmark,2021-09-09,350847
Denmark,2021-09-10,350847
Denmark,2021-09-11,350847
Denmark,2021-09-12,354439
Denmark,2021-09-13,354439
Denmark,2021-09-14,354439
Denmark,2021-09-15,354439
Denmark,2021-09-16,354439
Denmark,2021-09-17,354439
Denmark,2021-09-18,354439
Denmark,2021-09-19,356893
Denmark,2021-09-20,356893
Denmark,2021-09-21,356893
Denmark,2021-09-22,356893
Denmark,2021-09-23,356893
Denmark,2021-09-24,356893
Denmark,2021-09-25,356893
Denmark,2021-09-26,359184
Denmark,2021-09-27,359184
Denmark,2021-09-28,359184
Denmark,2021-09-29,359184
Denmark,2021-09-30,359184
Denmark,2021-10-01,359184
Denmark,2021-10-02,359184
Denmark,2021-10-03,362163
Denmark,2021-10-04,362163
Denmark,2021-10-05,362163
Denmark,2021-10-06,362163
Denmark,2021-10-07,362163
Denmark,2021-10-08,362163
Denmark,2021-10-09,362163
Denmark,2021-10-10,365856
Denmark,2021-10-11,365856
Denmark,2021-10-12,365856
Denmark,2021-10-13,365856
Denmark,2021-10-14,365856
Denmark,2021-10-15,365856
Denmark,2021-10-16,365856
Denmark,2021-10-17,370560
Denmark,2021-10-18,370560
Denmark,2021-10-19,370560
Denmark,2021-10-20,370560
Denmark,2021-10-21,370560
Denmark,2021-10-22,370560
Denmark,2021-10-23,370560
Denmark,2021-10-24,377565
Denmark,2021-10-25,377565
Denmark,2021-10-26,377565
Denmark,2021-10-27,377565
Denmark,2021-10-28,377565
Denmark,2021-10-29,377565
Denmark,2021-10-30,377565
Denmark,2021-10-31,388751
Denmark,2021-11-01,388751
Denmark,2021-11-02,388751
Denmark,2021-11-03,388751
Denmark,2021-11-04,388751
Denmark,2021-11-05,388751
Denmark,2021-11-06,388751
Denmark,2021-11-07,402645
Denmark,2021-11-08,402645
Denmark,2021-11-09,402645
Denmark,2021-11-10,402645
Denmark,2021-11-11,402645
Denmark,2021-11-12,402645
Denmark,2021-11-13,402645
Denmark,2021-11-14,422599
Denmark,2021-11-15,422599
Denmark,2021-11-16,422599
Denmark,2021-11-17,422599
Denmark,2021-11-18,422599
Denmark,2021-11-19,422599
Denmark,2021-11-20,422599
Denmark,2021-11-21,449176
Denmark,2021-11-22,449176
Denmark,2021-11-23,449176
Denmark,2021-11-24,449176
Denmark,2021-11-25,449176
Denmark,2021-11-26,449176
Denmark,2021-11-27,449176
Denmark,2021-11-28,477137
Denmark,2021-11-29,477137
Denmark,2021-11-30,477137
Denmark,2021-12-01,477137
Denmark,2021-12-02,477137
Denmark,2021-12-03,477137
Denmark,2021-12-04,477137
Denmark,2021-12-05,508585
Denmark,2021-12-06,508585
Denmark,2021-12-07,508585
Denmark,2021-12-08,508585
Denmark,2021-12-09,508585
Denmark,2021-12-10,508585
Denmark,2021-12-11,508585
Denmark,2021-12-12,550900
Denmark,2021-12-13,550900
Denmark,2021-12-14,550900
Denmark,2021-12-15,550900
Denmark,2021-12-16,550900
Denmark,2021-12-17,550900
Denmark,2021-12-18,550900
Denmark,2021-12-19,617915
Denmark,2021-12-20,617915
Denmark,2021-12-21,617915
Denmark,2021-12-22,617915
Denmark,2021-12-23,617915
Denmark,2021-12-24,617915
Denmark,2021-12-25,617915
Denmark,2021-12-26,697563
Denmark,2021-12-27,697563
Denmark,2021-12-28,697563
Denmark,2021-12-29,697563
Denmark,2021-12-30,697563
Denmark,2021-12-31,697563
Denmark,2022-01-01,697563
Denmark,2022-01-02,823282
Denmark,2022-01-03,823282
Denmark,2022-01-04,823282
Denmark,2022-01-05,823282
Denmark,2022-01-06,823282
Denmark,2022-01-07,823282
Denmark,2022-01-08,823282
Denmark,2022-01-09,950237
Denmark,2022-01-10,950237
Denmark,2022-01-11,950237
Denmark,2022-01-12,950237
Denmark,2022-01-13,950237
Denmark,2022-01-14,950237
Denmark,2022-01-15,950237
Denmark,2022-01-16,1105037
Denmark,2022-01-17,1105037
Denmark,2022-01-18,1105037
Denmark,2022-01-19,1105037
Denmark,2022-01-20,1105037
Denmark,2022-01-21,1105037
Denmark,2022-01-22,1105037
Denmark,2022-01-23,1355815
Denmark,2022-01-24,1355815
Denmark,2022-01-25,1355815
Denmark,2022-01-26,1355815
Denmark,2022-01-27,1355815
Denmark,2022-01-28,1355815
Denmark,2022-01-29,1355815
Denmark,2022-01-30,1677289
Denmark,2022-01-31,1677289
Denmark,2022-02-01,1677289
Denmark,2022-02-02,1677289
Denmark,2022-02-03,1677289
Denmark,2022-02-04,1677289
Denmark,2022-02-05,1677289
Denmark,2022-02-06,1966530
Denmark,2022-02-07,1966530
Denmark,2022-02-08,1966530
Denmark,2022-02-09,1966530
Denmark,2022-02-10,1966530
Denmark,2022-02-11,1966530
Denmark,2022-02-12,1966530
Denmark,2022-02-13,2289076
Denmark,2022-02-14,2289076
Denmark,2022-02-15,2289076
Denmark,2022-02-16,2289076
Denmark,2022-02-17,2289076
Denmark,2022-02-18,2289076
Denmark,2022-02-19,2289076
Denmark,2022-02-20,2552361
Denmark,2022-02-21,2552361
Denmark,2022-02-22,2552361
Denmark,2022-02-23,2552361
Denmark,2022-02-24,2552361
Denmark,2022-02-25,2552361
Denmark,2022-02-26,2552361
Denmark,2022-02-27,2731806
Denmark,2022-02-28,2731806
Denmark,2022-03-01,2731806
Denmark,2022-03-02,2731806
Denmark,2022-03-03,2731806
Denmark,2022-03-04,2731806
Denmark,2022-03-05,2731806
Denmark,2022-03-06,2853236
Denmark,2022-03-07,2853236
Denmark,2022-03-08,2853236
Denmark,2022-03-09,2853236
Denmark,2022-03-10,2853236
Denmark,2022-03-11,2853236
Denmark,2022-03-12,2853236
Denmark,2022-03-13,2943947
Denmark,2022-03-14,2943947
Denmark,2022-03-15,2943947
Denmark,2022-03-16,2943947
Denmark,2022-03-17,2943947
Denmark,2022-03-18,2943947
Denmark,2022-03-19,2943947
Denmark,2022-03-20,2999923
Denmark,2022-03-21,2999923
Denmark,2022-03-22,2999923
Denmark,2022-03-23,2999923
Denmark,2022-03-24,2999923
Denmark,2022-03-25,2999923
Denmark,2022-03-26,2999923
Denmark,2022-03-27,3039204
Denmark,2022-03-28,3039204
Denmark,2022-03-29,3039204
Denmark,2022-03-30,3039204
Denmark,2022-03-31,3039204
Denmark,2022-04-01,3039204
Denmark,2022-04-02,3039204
Denmark,2022-04-03,3064625
Denmark,2022-04-04,3064625
Denmark,2022-04-05,3064625
Denmark,2022-04-06,3064625
Denmark,2022-04-07,3064625
Denmark,2022-04-08,3064625
Denmark,2022-04-09,3064625
Denmark,2022-04-10,3083432
Denmark,2022-04-11,3083432
Denmark,2022-04-12,3083432
Denmark,2022-04-13,3083432
Denmark,2022-04-14,3083432
Denmark,2022-04-15,3083432
Denmark,2022-04-16,3083432
Denmark,2022-04-17,3097015
Denmark,2022-04-18,3097015
Denmark,2022-04-19,3097015
Denmark,2022-04-20,3097015
Denmark,2022-04-21,3097015
Denmark,2022-04-22,3097015
Denmark,2022-04-23,3097015
Denmark,2022-04-24,3109014
Denmark,2022-04-25,3109014
Denmark,2022-04-26,3109014
Denmark,2022-04-27,3109014
Denmark,2022-04-28,3109014
Denmark,2022-04-29,3109014
Denmark,2022-04-30,3109014
Denmark,2022-05-01,3116655
Denmark,2022-05-02,3116655
Denmark,2022-05-03,3116655
Denmark,2022-05-04,3116655
Denmark,2022-05-05,3116655
Denmark,2022-05-06,3116655
Denmark,2022-05-07,3116655
Denmark,2022-05-08,3122739
Denmark,2022-05-09,3122739
Denmark,2022-05-10,3122739
Denmark,2022-05-11,3122739
Denmark,2022-05-12,3122739
Denmark,2022-05-13,3122739
Denmark,2022-05-14,3122739
Denmark,2022-05-15,3127683
Denmark,2022-05-16,3127683
Denmark,2022-05-17,3127683
Denmark,2022-05-18,3127683
Denmark,2022-05-19,3127683
Denmark,2022-05-20,3127683
Denmark,2022-05-21,3127683
Denmark,2022-05-22,3131972
Denmark,2022-05-23,3131972
Denmark,2022-05-24,3131972
Denmark,2022-05-25,3131972
Denmark,2022-05-26,3131972
Denmark,2022-05-27,3131972
Denmark,2022-05-28,3131972
Denmark,2022-05-29,3135378
Denmark,2022-05-30,3135378
Denmark,2022-05-31,3135378
Denmark,2022-06-01,3135378
Denmark,2022-06-02,3135378
Denmark,2022-06-03,3135378
Denmark,2022-06-04,3135378
Denmark,2022-06-05,3139174
Denmark,2022-06-06,3139174
Denmark,2022-06-07,3139174
Denmark,2022-06-08,3139174
Denmark,2022-06-09,3139174
Denmark,2022-06-10,3139174
Denmark,2022-06-11,3139174
Denmark,2022-06-12,3144149
Denmark,2022-06-13,3144149
Denmark,2022-06-14,3144149
Denmark,2022-06-15,3144149
Denmark,2022-06-16,3144149
Denmark,2022-06-17,3144149
Denmark,2022-06-18,3144149
Denmark,2022-06-19,3151676
Denmark,2022-06-20,3151676
Denmark,2022-06-21,3151676
Denmark,2022-06-22,3151676
Denmark,2022-06-23,3151676
Denmark,2022-06-24,3151676
Denmark,2022-06-25,3151676
Denmark,2022-06-26,3162065
Denmark,2022-06-27,3162065
Denmark,2022-06-28,3162065
Denmark,2022-06-29,3162065
Denmark,2022-06-30,3162065
Denmark,2022-07-01,3162065
Denmark,2022-07-02,3162065
Denmark,2022-07-03,3174867
Denmark,2022-07-04,3174867
Denmark,2022-07-05,3174867
Denmark,2022-07-06,3174867
Denmark,2022-07-07,3174867
Denmark,2022-07-08,3174867
Denmark,2022-07-09,3174867
Denmark,2022-07-10,3190113
Denmark,2022-07-11,3190113
Denmark,2022-07-12,3190113
Denmark,2022-07-13,3190113
Denmark,2022-07-14,3190113
Denmark,2022-07-15,3190113
Denmark,2022-07-16,3190113
