Country,date,total_deaths
Denmark,2023-08-20,8780
Denmark,2023-08-21,8780
Denmark,2023-08-22,8780
Denmark,2023-08-23,8780
Denmark,2023-08-24,8780
Denmark,2023-08-25,8780
Denmark,2023-08-26,8780
Denmark,2023-08-27,8782
Denmark,2023-08-28,8782
Denmark,2023-08-29,8782
Denmark,2023-08-30,8782
Denmark,2023-08-31,8782
Denmark,2023-09-01,8782
Denmark,2023-09-02,8782
Denmark,2023-09-03,8790
Denmark,2023-09-04,8790
Denmark,2023-09-05,8790
Denmark,2023-09-06,8790
Denmark,2023-09-07,8790
Denmark,2023-09-08,8790
Denmark,2023-09-09,8790
Denmark,2023-09-10,8799
Denmark,2023-09-11,8799
Denmark,2023-09-12,8799
Denmark,2023-09-13,8799
Denmark,2023-09-14,8799
Denmark,2023-09-15,8799
Denmark,2023-09-16,8799
Denmark,2023-09-17,8811
Denmark,2023-09-18,8811
Denmark,2023-09-19,8811
Denmark,2023-09-20,8811
Denmark,2023-09-21,8811
Denmark,2023-09-22,8811
Denmark,2023-09-23,8811
Denmark,2023-09-24,8814
Denmark,2023-09-25,8814
Denmark,2023-09-26,8814
Denmark,2023-09-27,8814
Denmark,2023-09-28,8814
Denmark,2023-09-29,8814
Denmark,2023-09-30,8814
Denmark,2023-10-01,8824
Denmark,2023-10-02,8824
Denmark,2023-10-03,8824
Denmark,2023-10-04,8824
Denmark,2023-10-05,8824
Denmark,2023-10-06,8824
Denmark,2023-10-07,8824
Denmark,2023-10-08,8824
Denmark,2023-10-09,8824
Denmark,2023-10-10,8824
Denmark,2023-10-11,8824
Denmark,2023-10-12,8824
Denmark,2023-10-13,8824
Denmark,2023-10-14,8824
Denmark,2023-10-15,8824
Denmark,2023-10-16,8824
Denmark,2023-10-17,8824
Denmark,2023-10-18,8824
Denmark,2023-10-19,8824
Denmark,2023-10-20,8824
Denmark,2023-10-21,8824
Denmark,2023-10-22,8824
Denmark,2023-10-23,8824
Denmark,2023-10-24,8824
Denmark,2023-10-25,8824
Denmark,2023-10-26,8824
Denmark,2023-10-27,8824
Denmark,2023-10-28,8824
Denmark,2023-10-29,8824
Denmark,2023-10-30,8824
Denmark,2023-10-31,8824
Denmark,2023-11-01,8824
Denmark,2023-11-02,8824
Denmark,2023-11-03,8824
Denmark,2023-11-04,8824
Denmark,2023-11-05,8867
Denmark,2023-11-06,8867
Denmark,2023-11-07,8867
Denmark,2023-11-08,8867
Denmark,2023-11-09,8867
Denmark,2023-11-10,8867
Denmark,2023-11-11,8867
Denmark,2023-11-12,8918
Denmark,2023-11-13,8918
Denmark,2023-11-14,8918
Denmark,2023-11-15,8918
Denmark,2023-11-16,8918
Denmark,2023-11-17,8918
Denmark,2023-11-18,8918
Denmark,2023-11-19,8968
Denmark,2023-11-20,8968
Denmark,2023-11-21,8968
Denmark,2023-11-22,8968
Denmark,2023-11-23,8968
Denmark,2023-11-24,8968
Denmark,2023-11-25,8968
Denmark,2023-11-26,9029
Denmark,2023-11-27,9029
Denmark,2023-11-28,9029
Denmark,2023-11-29,9029
Denmark,2023-11-30,9029
Denmark,2023-12-01,9029
Denmark,2023-12-02,9029
Denmark,2023-12-03,9100
Denmark,2023-12-04,9100
Denmark,2023-12-05,9100
Denmark,2023-12-06,9100
Denmark,2023-12-07,9100
Denmark,2023-12-08,9100
Denmark,2023-12-09,9100
Denmark,2023-12-10,9198
Denmark,2023-12-11,9198
Denmark,2023-12-12,9198
Denmark,2023-12-13,9198
Denmark,2023-12-14,9198
Denmark,2023-12-15,9198
Denmark,2023-12-16,9198
Denmark,2023-12-17,9318
Denmark,2023-12-18,9318
Denmark,2023-12-19,9318
Denmark,2023-12-20,9318
Denmark,2023-12-21,9318
Denmark,2023-12-22,9318
Denmark,2023-12-23,9318
Denmark,2023-12-24,9418
Denmark,2023-12-25,9418
Denmark,2023-12-26,9418
Denmark,2023-12-27,9418
Denmark,2023-12-28,9418
Denmark,2023-12-29,9418
Denmark,2023-12-30,9418
Denmark,2023-12-31,9493
Denmark,2024-01-01,9493
Denmark,2024-01-02,9493
Denmark,2024-01-03,9493
Denmark,2024-01-04,9493
Denmark,2024-01-05,9493
Denmark,2024-01-06,9493
Denmark,2024-01-07,9531
Denmark,2024-01-08,9531
Denmark,2024-01-09,9531
Denmark,2024-01-10,9531
Denmark,2024-01-11,9531
Denmark,2024-01-12,9531
Denmark,2024-01-13,9531
Denmark,2024-01-14,9562
Denmark,2024-01-15,9562
Denmark,2024-01-16,9562
Denmark,2024-01-17,9562
Denmark,2024-01-18,9562
Denmark,2024-01-19,9562
Denmark,2024-01-20,9562
Denmark,2024-01-21,9585
Denmark,2024-01-22,9585
Denmark,2024-01-23,9585
Denmark,2024-01-24,9585
Denmark,2024-01-25,9585
Denmark,2024-01-26,9585
Denmark,2024-01-27,9585
Denmark,2024-01-28,9602
Denmark,2024-01-29,9602
Denmark,2024-01-30,9602
Denmark,2024-01-31,9602
Denmark,2024-02-01,9602
Denmark,2024-02-02,9602
Denmark,2024-02-03,9602
Denmark,2024-02-04,9608
Denmark,2024-02-05,9608
Denmark,2024-02-06,9608
Denmark,2024-02-07,9608
Denmark,2024-02-08,9608
Denmark,2024-02-09,9608
Denmark,2024-02-10,9608
Denmark,2024-02-11,9623
Denmark,2024-02-12,9623
Denmark,2024-02-13,9623
Denmark,2024-02-14,9623
Denmark,2024-02-15,9623
Denmark,2024-02-16,9623
Denmark,2024-02-17,9623
Denmark,2024-02-18,9631
Denmark,2024-02-19,9631
Denmark,2024-02-20,9631
Denmark,2024-02-21,9631
Denmark,2024-02-22,9631
Denmark,2024-02-23,9631
Denmark,2024-02-24,9631
Denmark,2024-02-25,9638
Denmark,2024-02-26,9638
Denmark,2024-02-27,9638
Denmark,2024-02-28,9638
Denmark,2024-02-29,9638
Denmark,2024-03-01,9638
Denmark,2024-03-02,9638
Denmark,2024-03-03,9642
Denmark,2024-03-04,9642
Denmark,2024-03-05,9642
Denmark,2024-03-06,9642
Denmark,2024-03-07,9642
Denmark,2024-03-08,9642
Denmark,2024-03-09,9642
Denmark,2024-03-10,9647
Denmark,2024-03-11,9647
Denmark,2024-03-12,9647
Denmark,2024-03-13,9647
Denmark,2024-03-14,9647
Denmark,2024-03-15,9647
Denmark,2024-03-16,9647
Denmark,2024-03-17,9650
Denmark,2024-03-18,9650
Denmark,2024-03-19,9650
Denmark,2024-03-20,9650
Denmark,2024-03-21,9650
Denmark,2024-03-22,9650
Denmark,2024-03-23,9650
Denmark,2024-03-24,9656
Denmark,2024-03-25,9656
Denmark,2024-03-26,9656
Denmark,2024-03-27,9656
Denmark,2024-03-28,9656
Denmark,2024-03-29,9656
Denmark,2024-03-30,9656
Denmark,2024-03-31,9658
Denmark,2024-04-01,9658
Denmark,2024-04-02,9658
Denmark,2024-04-03,9658
Denmark,2024-04-04,9658
Denmark,2024-04-05,9658
Denmark,2024-04-06,9658
Denmark,2024-04-07,9661
Denmark,2024-04-08,9661
Denmark,2024-04-09,9661
Denmark,2024-04-10,9661
Denmark,2024-04-11,9661
Denmark,2024-04-12,9661
Denmark,2024-04-13,9661
Denmark,2024-04-14,9665
Denmark,2024-04-15,9665
Denmark,2024-04-16,9665
Denmark,2024-04-17,9665
Denmark,2024-04-18,9665
Denmark,2024-04-19,9665
Denmark,2024-04-20,9665
Denmark,2024-04-21,9668
Denmark,2024-04-22,9668
Denmark,2024-04-23,9668
Denmark,2024-04-24,9668
Denmark,2024-04-25,9668
Denmark,2024-04-26,9668
Denmark,2024-04-27,9668
Denmark,2024-04-28,9670
Denmark,2024-04-29,9670
Denmark,2024-04-30,9670
Denmark,2024-05-01,9670
Denmark,2024-05-02,9670
Denmark,2024-05-03,9670
Denmark,2024-05-04,9670
Denmark,2024-05-05,9673
Denmark,2024-05-06,9673
Denmark,2024-05-07,9673
Denmark,2024-05-08,9673
Denmark,2024-05-09,9673
Denmark,2024-05-10,9673
Denmark,2024-05-11,9673
Denmark,2024-05-12,9675
Denmark,2024-05-13,9675
Denmark,2024-05-14,9675
Denmark,2024-05-15,9675
Denmark,2024-05-16,9675
Denmark,2024-05-17,9675
Denmark,2024-05-18,9675
Denmark,2024-05-19,9676
Denmark,2024-05-20,9676
Denmark,2024-05-21,9676
Denmark,2024-05-22,9676
Denmark,2024-05-23,9676
Denmark,2024-05-24,9676
Denmark,2024-05-25,9676
Denmark,2024-05-26,9677
Denmark,2024-05-27,9677
Denmark,2024-05-28,9677
Denmark,2024-05-29,9677
Denmark,2024-05-30,9677
Denmark,2024-05-31,9677
Denmark,2024-06-01,9677
Denmark,2024-06-02,9679
Denmark,2024-06-03,9679
Denmark,2024-06-04,9679
Denmark,2024-06-05,9679
Denmark,2024-06-06,9679
Denmark,2024-06-07,9679
Denmark,2024-06-08,9679
Denmark,2024-06-09,9681
Denmark,2024-06-10,9681
Denmark,2024-06-11,9681
Denmark,2024-06-12,9681
Denmark,2024-06-13,9681
Denmark,2024-06-14,9681
Denmark,2024-06-15,9681
Denmark,2024-06-16,9686
Denmark,2024-06-17,9686
Denmark,2024-06-18,9686
Denmark,2024-06-19,9686
Denmark,2024-06-20,9686
Denmark,2024-06-21,9686
Denmark,2024-06-22,9686
Denmark,2024-06-23,9693
Denmark,2024-06-24,9693
Denmark,2024-06-25,9693
Denmark,2024-06-26,9693
Denmark,2024-06-27,9693
Denmark,2024-06-28,9693
Denmark,2024-06-29,9693
Denmark,2024-06-30,9693
Denmark,2024-07-01,9693
Denmark,2024-07-02,9693
Denmark,2024-07-03,9693
Denmark,2024-07-04,9693
Denmark,2024-07-05,9693
Denmark,2024-07-06,9693
Denmark,2024-07-07,9693
Denmark,2024-07-08,9693
Denmark,2024-07-09,9693
Denmark,2024-07-10,9693
Denmark,2024-07-11,9693
Denmark,2024-07-12,9693
Denmark,2024-07-13,9693
Denmark,2024-07-14,9693
Denmark,2024-07-15,9693
Denmark,2024-07-16,9693
Denmark,2024-07-17,9693
Denmark,2024-07-18,9693
Denmark,2024-07-19,9693
Denmark,2024-07-20,9693
Denmark,2024-07-21,9693
Denmark,2024-07-22,9693
Denmark,2024-07-23,9693
Denmark,2024-07-24,9693
Denmark,2024-07-25,9693
Denmark,2024-07-26,9693
Denmark,2024-07-27,9693
Denmark,2024-07-28,9693
Denmark,2024-07-29,9693
Denmark,2024-07-30,9693
Denmark,2024-07-31,9693
Denmark,2024-08-01,9693
Denmark,2024-08-02,9693
Denmark,2024-08-03,9693
Denmark,2024-08-04,9693
Norway,2020-01-05,0
Norway,2020-01-06,0
Norway,2020-01-07,0
Norway,2020-01-08,0
Norway,2020-01-09,0
Norway,2020-01-10,0
Norway,2020-01-11,0
Norway,2020-01-12,0
Norway,2020-01-13,0
Norway,2020-01-14,0
Norway,2020-01-15,0
Norway,2020-01-16,0
Norway,2020-01-17,0
Norway,2020-01-18,0
Norway,2020-01-19,0
Norway,2020-01-20,0
Norway,2020-01-21,0
Norway,2020-01-22,0
Norway,2020-01-23,0
Norway,2020-01-24,0
Norway,2020-01-25,0
Norway,2020-01-26,0
Norway,2020-01-27,0
Norway,2020-01-28,0
Norway,2020-01-29,0
Norway,2020-01-30,0
Norway,2020-01-31,0
Norway,2020-02-01,0
Norway,2020-02-02,0
Norway,2020-02-03,0
Norway,2020-02-04,0
Norway,2020-02-05,0
Norway,2020-02-06,0
Norway,2020-02-07,0
Norway,2020-02-08,0
Norway,2020-02-09,0
Norway,2020-02-10,0
Norway,2020-02-11,0
Norway,2020-02-12,0
Norway,2020-02-13,0
Norway,2020-02-14,0
Norway,2020-02-15,0
Norway,2020-02-16,0
Norway,2020-02-17,0
Norway,2020-02-18,0
Norway,2020-02-19,0
Norway,2020-02-20,0
Norway,2020-02-21,0
Norway,2020-02-22,0
Norway,2020-02-23,0
Norway,2020-02-24,0
Norway,2020-02-25,0
Norway,2020-02-26,0
Norway,2020-02-27,0
Norway,2020-02-28,0
Norway,2020-02-29,0
Norway,2020-03-01,0
Norway,2020-03-02,0
Norway,2020-03-03,0
Norway,2020-03-04,0
Norway,2020-03-05,0
Norway,2020-03-06,0
Norway,2020-03-07,0
Norway,2020-03-08,0
Norway,2020-03-09,0
Norway,2020-03-10,0
Norway,2020-03-11,0
Norway,2020-03-12,0
Norway,2020-03-13,0
Norway,2020-03-14,0
Norway,2020-03-15,1
Norway,2020-03-16,1
Norway,2020-03-17,1
Norway,2020-03-18,1
Norway,2020-03-19,1
Norway,2020-03-20,1
Norway,2020-03-21,1
Norway,2020-03-22,7
Norway,2020-03-23,7
Norway,2020-03-24,7
Norway,2020-03-25,7
Norway,2020-03-26,7
Norway,2020-03-27,7
Norway,2020-03-28,7
Norway,2020-03-29,20
Norway,2020-03-30,20
Norway,2020-03-31,20
Norway,2020-04-01,20
Norway,2020-04-02,20
Norway,2020-04-03,20
Norway,2020-04-04,20
Norway,2020-04-05,50
Norway,2020-04-06,50
Norway,2020-04-07,50
Norway,2020-04-08,50
Norway,2020-04-09,50
Norway,2020-04-10,50
Norway,2020-04-11,50
Norway,2020-04-12,98
Norway,2020-04-13,98
Norway,2020-04-14,98
Norway,2020-04-15,98
Norway,2020-04-16,98
Norway,2020-04-17,98
Norway,2020-04-18,98
Norway,2020-04-19,148
Norway,2020-04-20,148
Norway,2020-04-21,148
Norway,2020-04-22,148
Norway,2020-04-23,148
Norway,2020-04-24,148
Norway,2020-04-25,148
Norway,2020-04-26,193
Norway,2020-04-27,193
Norway,2020-04-28,193
Norway,2020-04-29,193
Norway,2020-04-30,193
Norway,2020-05-01,193
Norway,2020-05-02,193
Norway,2020-05-03,204
Norway,2020-05-04,204
Norway,2020-05-05,204
Norway,2020-05-06,204
Norway,2020-05-07,204
Norway,2020-05-08,204
Norway,2020-05-09,204
Norway,2020-05-10,213
Norway,2020-05-11,213
Norway,2020-05-12,213
Norway,2020-05-13,213
Norway,2020-05-14,213
Norway,2020-05-15,213
Norway,2020-05-16,213
Norway,2020-05-17,232
Norway,2020-05-18,232
Norway,2020-05-19,232
Norway,2020-05-20,232
Norway,2020-05-21,232
Norway,2020-05-22,232
Norway,2020-05-23,232
Norway,2020-05-24,235
Norway,2020-05-25,235
Norway,2020-05-26,235
Norway,2020-05-27,235
Norway,2020-05-28,235
Norway,2020-05-29,235
Norway,2020-05-30,235
Norway,2020-05-31,236
Norway,2020-06-01,236
Norway,2020-06-02,236
Norway,2020-06-03,236
Norway,2020-06-04,236
Norway,2020-06-05,236
Norway,2020-06-06,236
Norway,2020-06-07,238
Norway,2020-06-08,238
Norway,2020-06-09,238
Norway,2020-06-10,238
Norway,2020-06-11,238
Norway,2020-06-12,238
Norway,2020-06-13,238
Norway,2020-06-14,242
Norway,2020-06-15,242
Norway,2020-06-16,242
Norway,2020-06-17,242
Norway,2020-06-18,242
Norway,2020-06-19,242
Norway,2020-06-20,242
Norway,2020-06-21,244
Norway,2020-06-22,244
Norway,2020-06-23,244
Norway,2020-06-24,244
Norway,2020-06-25,244
Norway,2020-06-26,244
Norway,2020-06-27,244
Norway,2020-06-28,249
Norway,2020-06-29,249
Norway,2020-06-30,249
Norway,2020-07-01,249
Norway,2020-07-02,249
Norway,2020-07-03,249
Norway,2020-07-04,249
Norway,2020-07-05,251
Norway,2020-07-06,251
Norway,2020-07-07,251
Norway,2020-07-08,251
Norway,2020-07-09,251
Norway,2020-07-10,251
Norway,2020-07-11,251
Norway,2020-07-12,252
Norway,2020-07-13,252
Norway,2020-07-14,252
Norway,2020-07-15,252
Norway,2020-07-16,252
Norway,2020-07-17,252
Norway,2020-07-18,252
Norway,2020-07-19,255
Norway,2020-07-20,255
Norway,2020-07-21,255
Norway,2020-07-22,255
Norway,2020-07-23,255
Norway,2020-07-24,255
Norway,2020-07-25,255
Norway,2020-07-26,255
Norway,2020-07-27,255
Norway,2020-07-28,255
Norway,2020-07-29,255
Norway,2020-07-30,255
Norway,2020-07-31,255
Norway,2020-08-01,255
Norway,2020-08-02,255
Norway,2020-08-03,255
Norway,2020-08-04,255
Norway,2020-08-05,255
Norway,2020-08-06,255
Norway,2020-08-07,255
Norway,2020-08-08,255
Norway,2020-08-09,256
Norway,2020-08-10,256
Norway,2020-08-11,256
Norway,2020-08-12,256
Norway,2020-08-13,256
Norway,2020-08-14,256
Norway,2020-08-15,256
Norway,2020-08-16,261
Norway,2020-08-17,261
Norway,2020-08-18,261
Norway,2020-08-19,261
Norway,2020-08-20,261
Norway,2020-08-21,261
Norway,2020-08-22,261
Norway,2020-08-23,264
Norway,2020-08-24,264
Norway,2020-08-25,264
Norway,2020-08-26,264
Norway,2020-08-27,264
Norway,2020-08-28,264
Norway,2020-08-29,264
Norway,2020-08-30,264
Norway,2020-08-31,264
Norway,2020-09-01,264
Norway,2020-09-02,264
Norway,2020-09-03,264
Norway,2020-09-04,264
Norway,2020-09-05,264
Norway,2020-09-06,264
Norway,2020-09-07,264
Norway,2020-09-08,264
Norway,2020-09-09,264
Norway,2020-09-10,264
Norway,2020-09-11,264
Norway,2020-09-12,264
Norway,2020-09-13,265
Norway,2020-09-14,265
Norway,2020-09-15,265
Norway,2020-09-16,265
Norway,2020-09-17,265
Norway,2020-09-18,265
Norway,2020-09-19,265
Norway,2020-09-20,267
Norway,2020-09-21,267
Norway,2020-09-22,267
Norway,2020-09-23,267
Norway,2020-09-24,267
Norway,2020-09-25,267
Norway,2020-09-26,267
Norway,2020-09-27,270
Norway,2020-09-28,270
Norway,2020-09-29,270
Norway,2020-09-30,270
Norway,2020-10-01,270
Norway,2020-10-02,270
Norway,2020-10-03,270
Norway,2020-10-04,275
Norway,2020-10-05,275
Norway,2020-10-06,275
Norway,2020-10-07,275
Norway,2020-10-08,275
Norway,2020-10-09,275
Norway,2020-10-10,275
Norway,2020-10-11,275
Norway,2020-10-12,275
Norway,2020-10-13,275
Norway,2020-10-14,275
Norway,2020-10-15,275
Norway,2020-10-16,275
Norway,2020-10-17,275
Norway,2020-10-18,278
Norway,2020-10-19,278
Norway,2020-10-20,278
Norway,2020-10-21,278
Norway,2020-10-22,278
Norway,2020-10-23,278
Norway,2020-10-24,278
Norway,2020-10-25,279
Norway,2020-10-26,279
Norway,2020-10-27,279
Norway,2020-10-28,279
Norway,2020-10-29,279
Norway,2020-10-30,279
Norway,2020-10-31,279
Norway,2020-11-01,282
Norway,2020-11-02,282
Norway,2020-11-03,282
Norway,2020-11-04,282
Norway,2020-11-05,282
Norway,2020-11-06,282
Norway,2020-11-07,282
Norway,2020-11-08,285
Norway,2020-11-09,285
Norway,2020-11-10,285
Norway,2020-11-11,285
Norway,2020-11-12,285
Norway,2020-11-13,285
Norway,2020-11-14,285
Norway,2020-11-15,294
Norway,2020-11-16,294
Norway,2020-11-17,294
Norway,2020-11-18,294
Norway,2020-11-19,294
Norway,2020-11-20,294
Norway,2020-11-21,294
Norway,2020-11-22,306
Norway,2020-11-23,306
Norway,2020-11-24,306
Norway,2020-11-25,306
Norway,2020-11-26,306
Norway,2020-11-27,306
Norway,2020-11-28,306
Norway,2020-11-29,328
Norway,2020-11-30,328
Norway,2020-12-01,328
Norway,2020-12-02,328
Norway,2020-12-03,328
Norway,2020-12-04,328
Norway,2020-12-05,328
Norway,2020-12-06,354
Norway,2020-12-07,354
Norway,2020-12-08,354
Norway,2020-12-09,354
Norway,2020-12-10,354
Norway,2020-12-11,354
Norway,2020-12-12,354
Norway,2020-12-13,387
Norway,2020-12-14,387
Norway,2020-12-15,387
Norway,2020-12-16,387
Norway,2020-12-17,387
Norway,2020-12-18,387
Norway,2020-12-19,387
Norway,2020-12-20,404
Norway,2020-12-21,404
Norway,2020-12-22,404
Norway,2020-12-23,404
Norway,2020-12-24,404
Norway,2020-12-25,404
Norway,2020-12-26,404
Norway,2020-12-27,421
Norway,2020-12-28,421
Norway,2020-12-29,421
Norway,2020-12-30,421
Norway,2020-12-31,421
Norway,2021-01-01,421
Norway,2021-01-02,421
Norway,2021-01-03,436
Norway,2021-01-04,436
Norway,2021-01-05,436
Norway,2021-01-06,436
Norway,2021-01-07,436
Norway,2021-01-08,436
Norway,2021-01-09,436
Norway,2021-01-10,478
Norway,2021-01-11,478
Norway,2021-01-12,478
Norway,2021-01-13,478
Norway,2021-01-14,478
Norway,2021-01-15,478
Norway,2021-01-16,478
Norway,2021-01-17,517
Norway,2021-01-18,517
Norway,2021-01-19,517
Norway,2021-01-20,517
Norway,2021-01-21,517
Norway,2021-01-22,517
Norway,2021-01-23,517
Norway,2021-01-24,544
Norway,2021-01-25,544
Norway,2021-01-26,544
Norway,2021-01-27,544
Norway,2021-01-28,544
Norway,2021-01-29,544
Norway,2021-01-30,544
Norway,2021-01-31,563
Norway,2021-02-01,563
Norway,2021-02-02,563
Norway,2021-02-03,563
Norway,2021-02-04,563
Norway,2021-02-05,563
Norway,2021-02-06,563
Norway,2021-02-07,582
Norway,2021-02-08,582
Norway,2021-02-09,582
Norway,2021-02-10,582
Norway,2021-02-11,582
Norway,2021-02-12,582
Norway,2021-02-13,582
Norway,2021-02-14,592
Norway,2021-02-15,592
Norway,2021-02-16,592
Norway,2021-02-17,592
Norway,2021-02-18,592
Norway,2021-02-19,592
Norway,2021-02-20,592
Norway,2021-02-21,607
Norway,2021-02-22,607
Norway,2021-02-23,607
Norway,2021-02-24,607
Norway,2021-02-25,607
Norway,2021-02-26,607
Norway,2021-02-27,607
Norway,2021-02-28,622
Norway,2021-03-01,622
Norway,2021-03-02,622
Norway,2021-03-03,622
Norway,2021-03-04,622
Norway,2021-03-05,622
Norway,2021-03-06,622
Norway,2021-03-07,632
Norway,2021-03-08,632
Norway,2021-03-09,632
Norway,2021-03-10,632
Norway,2021-03-11,632
Norway,2021-03-12,632
Norway,2021-03-13,632
Norway,2021-03-14,639
Norway,2021-03-15,639
Norway,2021-03-16,639
Norway,2021-03-17,639
Norway,2021-03-18,639
Norway,2021-03-19,639
Norway,2021-03-20,639
Norway,2021-03-21,648
Norway,2021-03-22,648
Norway,2021-03-23,648
Norway,2021-03-24,648
Norway,2021-03-25,648
Norway,2021-03-26,648
Norway,2021-03-27,648
Norway,2021-03-28,656
Norway,2021-03-29,656
Norway,2021-03-30,656
Norway,2021-03-31,656
Norway,2021-04-01,656
Norway,2021-04-02,656
Norway,2021-04-03,656
Norway,2021-04-04,673
Norway,2021-04-05,673
Norway,2021-04-06,673
Norway,2021-04-07,673
Norway,2021-04-08,673
Norway,2021-04-09,673
Norway,2021-04-10,673
Norway,2021-04-11,684
Norway,2021-04-12,684
Norway,2021-04-13,684
Norway,2021-04-14,684
Norway,2021-04-15,684
Norway,2021-04-16,684
Norway,2021-04-17,684
Norway,2021-04-18,708
Norway,2021-04-19,708
Norway,2021-04-20,708
Norway,2021-04-21,708
Norway,2021-04-22,708
Norway,2021-04-23,708
Norway,2021-04-24,708
Norway,2021-04-25,736
Norway,2021-04-26,736
Norway,2021-04-27,736
Norway,2021-04-28,736
Norway,2021-04-29,736
Norway,2021-04-30,736
Norway,2021-05-01,736
Norway,2021-05-02,756
Norway,2021-05-03,756
Norway,2021-05-04,756
Norway,2021-05-05,756
Norway,2021-05-06,756
Norway,2021-05-07,756
Norway,2021-05-08,756
Norway,2021-05-09,767
Norway,2021-05-10,767
Norway,2021-05-11,767
Norway,2021-05-12,767
Norway,2021-05-13,767
Norway,2021-05-14,767
Norway,2021-05-15,767
Norway,2021-05-16,774
Norway,2021-05-17,774
Norway,2021-05-18,774
Norway,2021-05-19,774
Norway,2021-05-20,774
Norway,2021-05-21,774
Norway,2021-05-22,774
Norway,2021-05-23,781
Norway,2021-05-24,781
Norway,2021-05-25,781
Norway,2021-05-26,781
Norway,2021-05-27,781
Norway,2021-05-28,781
Norway,2021-05-29,781
Norway,2021-05-30,783
Norway,2021-05-31,783
Norway,2021-06-01,783
Norway,2021-06-02,783
Norway,2021-06-03,783
Norway,2021-06-04,783
Norway,2021-06-05,783
Norway,2021-06-06,784
Norway,2021-06-07,784
Norway,2021-06-08,784
Norway,2021-06-09,784
Norway,2021-06-10,784
Norway,2021-06-11,784
Norway,2021-06-12,784
Norway,2021-06-13,789
Norway,2021-06-14,789
Norway,2021-06-15,789
Norway,2021-06-16,789
Norway,2021-06-17,789
Norway,2021-06-18,789
Norway,2021-06-19,789
Norway,2021-06-20,790
Norway,2021-06-21,790
Norway,2021-06-22,790
Norway,2021-06-23,790
Norway,2021-06-24,790
Norway,2021-06-25,790
Norway,2021-06-26,790
Norway,2021-06-27,792
Norway,2021-06-28,792
Norway,2021-06-29,792
Norway,2021-06-30,792
Norway,2021-07-01,792
Norway,2021-07-02,792
Norway,2021-07-03,792
Norway,2021-07-04,795
Norway,2021-07-05,795
Norway,2021-07-06,795
Norway,2021-07-07,795
Norway,2021-07-08,795
Norway,2021-07-09,795
Norway,2021-07-10,795
Norway,2021-07-11,798
Norway,2021-07-12,798
Norway,2021-07-13,798
Norway,2021-07-14,798
Norway,2021-07-15,798
Norway,2021-07-16,798
Norway,2021-07-17,798
Norway,2021-07-18,800
Norway,2021-07-19,800
Norway,2021-07-20,800
Norway,2021-07-21,800
Norway,2021-07-22,800
Norway,2021-07-23,800
Norway,2021-07-24,800
Norway,2021-07-25,803
Norway,2021-07-26,803
Norway,2021-07-27,803
Norway,2021-07-28,803
Norway,2021-07-29,803
Norway,2021-07-30,803
Norway,2021-07-31,803
Norway,2021-08-01,813
Norway,2021-08-02,813
Norway,2021-08-03,813
Norway,2021-08-04,813
Norway,2021-08-05,813
Norway,2021-08-06,813
Norway,2021-08-07,813
Norway,2021-08-08,823
Norway,2021-08-09,823
Norway,2021-08-10,823
Norway,2021-08-11,823
Norway,2021-08-12,823
Norway,2021-08-13,823
Norway,2021-08-14,823
Norway,2021-08-15,828
Norway,2021-08-16,828
Norway,2021-08-17,828
Norway,2021-08-18,828
Norway,2021-08-19,828
Norway,2021-08-20,828
Norway,2021-08-21,828
Norway,2021-08-22,832
Norway,2021-08-23,832
Norway,2021-08-24,832
Norway,2021-08-25,832
Norway,2021-08-26,832
Norway,2021-08-27,832
Norway,2021-08-28,832
Norway,2021-08-29,842
Norway,2021-08-30,842
Norway,2021-08-31,842
Norway,2021-09-01,842
Norway,2021-09-02,842
Norway,2021-09-03,842
Norway,2021-09-04,842
Norway,2021-09-05,853
Norway,2021-09-06,853
Norway,2021-09-07,853
Norway,2021-09-08,853
Norway,2021-09-09,853
Norway,2021-09-10,853
Norway,2021-09-11,853
Norway,2021-09-12,874
Norway,2021-09-13,874
Norway,2021-09-14,874
Norway,2021-09-15,874
Norway,2021-09-16,874
Norway,2021-09-17,874
Norway,2021-09-18,874
Norway,2021-09-19,885
Norway,2021-09-20,885
Norway,2021-09-21,885
Norway,2021-09-22,885
Norway,2021-09-23,885
Norway,2021-09-24,885
Norway,2021-09-25,885
Norway,2021-09-26,897
Norway,2021-09-27,897
Norway,2021-09-28,897
Norway,2021-09-29,897
Norway,2021-09-30,897
Norway,2021-10-01,897
Norway,2021-10-02,897
Norway,2021-10-03,904
Norway,2021-10-04,904
Norway,2021-10-05,904
Norway,2021-10-06,904
Norway,2021-10-07,904
Norway,2021-10-08,904
Norway,2021-10-09,904
Norway,2021-10-10,912
Norway,2021-10-11,912
Norway,2021-10-12,912
Norway,2021-10-13,912
Norway,2021-10-14,912
Norway,2021-10-15,912
Norway,2021-10-16,912
Norway,2021-10-17,918
Norway,2021-10-18,918
Norway,2021-10-19,918
Norway,2021-10-20,918
Norway,2021-10-21,918
Norway,2021-10-22,918
Norway,2021-10-23,918
Norway,2021-10-24,929
Norway,2021-10-25,929
Norway,2021-10-26,929
Norway,2021-10-27,929
Norway,2021-10-28,929
Norway,2021-10-29,929
Norway,2021-10-30,929
Norway,2021-10-31,949
Norway,2021-11-01,949
Norway,2021-11-02,949
Norway,2021-11-03,949
Norway,2021-11-04,949
Norway,2021-11-05,949
